Score,Time,Summary,Text,Sentiment,AI_Sentiment_Score,AI_Sentiment
5,2011-11-12,Best candy ever,"If you hadn't had Bon Bons, you're missing out.  They're super sweet  and powdery, and also very chewy.  Once you eat a couple of packages, your mouth will get sore from chewing so much!  The 4 oz. bags contain bigger Bon Bons, the size of jawbreakers or quarters, as compared to the 1 oz. (which is about the size of a dime).  My favorite candy all the way from France.",Positive,0.7574,Positive
5,2010-12-25,"Julius Ceasar, the Saint Bernard, loves this dog food",My daughter has a Saint Bernard named Julius Ceasar but we call him Ju Ju.  He is a gentle giant indeed.  Castor and Pollux Large Breed dog food is his favorite by far.  I save 15% through subscribe and save and have it delivered monthly for free.  Terrific!!,Positive,0.9811,Positive
5,2012-02-19,great for what I use it for,"Occasionally I like to have tea with honey, but not often. While this is expensive in comparison to a jar of honey, over time honey crystalizes and is hard to use. One of these packs of honey will last me two years. In that same time, I'd go through 5 or 6 bears.<br /><br />The honey quality and flavor is quite reasonable.",Positive,0.0009,Neutral
5,2012-09-07,Taste great when mixed,I use this product in my morning smoothies and it blends in pretty well.  I am not a fan of stevia (I find it too sweet with an after taste) but had no problem with this product. I have work with chlidren and teens for years and would get sick all the time (specially during flu season) until I started using this product or green vibrance daily. I haven't been sick in over 3 years!,Positive,-0.9499,Negative
5,2010-01-07,Love these treats,These are the only treats my dog will eat.  I give him one a day and his breath is not too bad!,Positive,0.484,Positive
2,2011-09-07,Not all sweetness and light,"Over the years, I have been served honey in packets and cups at diners and restaurants many, many times, just as have most Americans. I've enjoyed it in tea, on biscuits, and on yummy sopaipillas. Honey really seems to bring out the wonderful flavor of good buttermilk biscuits and sopaipillas. (And if you've never had sopaipillas, RUN, don't walk to the Great Southwest and try them. They make your eyes roll back they are so good) ... but I digress.<br /><br />The key to honey on these great American foods is that it has to be a delicate flavored honey to complement rather than overpower them...which is what I have always experienced with these little single-serve packets of honey ... a lovely golden liquid that melts in your mouth, and is chosen for its mild flavor for exactly the use I have described. But, to put it in the vernacular, this ain't that. This honey is dark, and VERY strong. When the box arrived from Amazon today, I made a batch of buttermilk biscuits and sat down to enjoy a real treat. Unfortunately, it was no treat at all. The strong flavor of this honey overpowered the delicate flavor of the biscuits. It was very disappointing.<br /><br />So, if like me, you are hoping for the light golden sweetness usually provided by these little cups, look elsewhere, lest you be disappointed too. But if you like strong honey, like say, buckwheat, and you want the convenience of single serving cups, then this is for you.",Negative,0.9965,Positive
5,2012-09-24,Best store bought BBQ sauce I've ever had,"This is the best store bought sweet style BBQ sauce I've ever had.  I use it primarily on baby backs.  It's hard to find locally, so I order it online and I always have a few jars in my pantry.  When I have people over for ribs, they rave about the sauce, and I'll usually end up giving a couple of jars away.  It's good on chicken too, though I mostly prefer these thick sweet style sauces for ribs.",Positive,0.9313,Positive
4,2012-07-12,"Pretty good coffee, especially nice and cold","Ok, for me, this needs to be sweetened and mixed with milk (vanilla soymilk or dark chocolate almond milk are awesome), but it's actually not a bad thing having a serving of good (strong but not bitter or burnt-tasting) coffee in the refrigerator ready to grab. I mixed it with the amount and type of milk I wanted, sweetened it as I pleased, and yumminess happened, my way; I like that. There is a lot of coffee out there that tastes nasty to me, but this is the good stuff.",Positive,0.9662,Positive
5,2009-01-22,the best I've found,"I've tried several spicy chai teas and this is by far the best.  It is much better than Bigelow's green chai.  With a generous addition of honey and a bit of milk, this is wonderful stuff.",Positive,0.9371,Positive
5,2011-07-15,amazing !!!,"i used this product on my skin that was breaking out terribly,and this is great it opens your pours and releas toxins!!this bottle lasts about two months so ill defintly be buying it again !!",Positive,0.3923,Positive
5,2008-11-23,Tres Bien!,"We lived in Switzerland for 3 years and this was by far the best salt to garnish with. Sadly it is twice as expensive here in the States than in Europe but well worth the price. You would never want to add this to something that the flavor would be hidden. But instead use it on salads, top breads, and garnish dishes with it. When seasoning dishes we always use Kosher salt instead.",Positive,0.7627,Positive
5,2009-02-23,very good,This is the best coffee I had in a while. I generally do not like coffee in black but this coffee is so good that I could drink in black.,Positive,0.7996,Positive
5,2012-04-25,Awesome!,"Perhaps I just 'got lucky', but I am delighted with this product and how it turned out.<br /><br />I received my order of the black pearls today and promptly cooked up a batch. I boiled them for twenty minutes, stirring constantly. I let them cool for about ten minutes )still stirring frequently), drained them, rinsed with cold water, and then let them sit in cold water for a short time.<br /><br />We then made our first batch of tea, using decaf herbal tea, coconut milk, and liquid stevia. Oh yum! The pearls are a perfect chewy texture and the tea was sweet and smooth.<br /><br />Great product, even if it did come in a giant quantity. I think my daughter and I will have no trouble consuming them!",Positive,0.8568,Positive
1,2011-10-24,"Nasty, Nasty, Nasty, even teens won't eat them","Would give Minus 5-stars if I could. Nasty, Nasty, Nasty, even teens won't eat them. They are ORANGE and chemically tasting, no chocolate whatsoever! Deceptive packaging! Yuck! Yuck! Yuck!",Negative,-0.9345,Negative
5,2011-12-10,"Natural, naked, hard to resist!","Well, not actually naked... a little touch of sea salt. I was looking for some almonds that were not processed with corn or soybean oil (very bad stuff btw) and didn't include a long list of ingredients that I couldn't pronounce. These fit the bill... Warning though... one bag might become a single serving! My wife and I limit ourselves to three bags per month! They are delicious, always fresh and contain just two ingredients: almonds and sea salt. Highly recommended!",Positive,0.4694,Positive
5,2008-05-15,Keep a Bottle On Hand...Always!!!!,"Anytime you buy frozen spring rolls, or egg rolls, (or any appetizer!!!), replace the sauce that comes with it.  Pour a large bowl of this sweet, succulent, mildly spicy sauce, and you'll find yourself spooning down the sauce long after your egg rolls are gone.  Think hot pepper jelly in a larger jar.  Pair with cream cheese and you will experience gastronomic heaven!!!!",Positive,0.6876,Positive
